,city_state_country,geopy location,coordinates
2253,"Setauket, NY, USA","Setauket, East Setauket, Suffolk County, New York, 11733, United States","(40.9355473, -73.1188824)"
2254,"Tappan, NY, USA","Tappan, Town of Orangetown, Rockland County, New York, 10983, United States","(41.0249745, -73.95061182898539)"
2255,"Warnerville, NY, USA","Warnerville, Town of Richmondville, Schoharie County, New York, 12043, United States","(42.6603531, -74.507363)"
2256,"Congers, NY, USA","Congers, Town of Clarkstown, Rockland County, New York, 10920, United States","(41.14595945000001, -73.94332852668958)"
2257,"Rodman, NY, USA","Rodman, Jefferson County, New York, 13682, United States","(43.851176, -75.940755)"
2258,"North Tarrytown, NY, USA","North Broadway, Tarrytown, Town of Greenburgh, Westchester County, New York, 10591, United States","(41.0785699, -73.857657)"
2259,"Sauquoit, NY, USA","Sauquoit, Town of Paris, Oneida County, New York, 13456, United States","(43.0042365, -75.2598859)"
2260,"Bocieville, NY, USA",,
2261,"MAMARONECK, NY, USA","Mamaroneck, Town of Mamaroneck, Westchester County, New York, 10543, United States","(40.927868000000004, -73.72504417100194)"
2262,"Hoosick, NY, USA","Hoosick, Town of Hoosick, Rensselaer County, New York, 12089, United States","(42.8625783, -73.3281661)"
2263,"FLUSHING, NY, USA","Flushing, Queens, Queens County, New York, 11354, United States","(40.7654301, -73.8174291)"
2264,"Cortland Manor, NY, USA",,
2265,"Beacon, NY, USA","Beacon, Dutchess County, New York, 12508, United States","(41.504879, -73.9696822)"
2266,"Center Moriches, NY, USA","Center Moriches, Suffolk County, New York, 11934, United States","(40.79955875, -72.79378922923786)"
2267,"Canajoharie, NY, USA","Canajoharie, Town of Canajoharie, Montgomery County, New York, United States","(42.9056288, -74.5718073)"
2268,"queens village, NY, USA","Queens Village, Queens, Queens County, New York, 11428, United States","(40.7267692, -73.7415208)"
2269,"VALLEY STREAM, NY, USA","Valley Stream, Town of Hempstead, Nassau County, New York, United States","(40.6631362, -73.7056955)"
2270,"DELMAR, NY, USA","Delmar, Town of Bethlehem, Albany County, New York, 12054, United States","(42.62378835, -73.83793894179314)"
2271,"Airmont, NY, USA","Airmont, Town of Ramapo, Rockland County, New York, 10982, United States","(41.1009293, -74.1162544)"
2272,"fayetteville, NY, USA","Village of Fayetteville, Town of Manlius, Onondaga County, New York, 13066, United States","(43.0297887, -76.0043643)"
2273,"Bearsville, NY, USA","Bearsville, Town of Woodstock, Ulster County, New York, 12409, United States","(42.040647, -74.1551429)"
2274,"Oakland Gardens, NY, USA","Oakland Gardens, Queens, Queens County, New York, 11364:11427, United States","(40.753991, -73.765966)"
2275,"E Northport, NY, USA","East Northport, Town of Huntington, Suffolk County, New York, United States","(40.8810646, -73.31953166343041)"
2276,"Hudson, NY, USA","Hudson, Columbia County, New York, United States","(42.2528649, -73.790959)"
2277,"Sleepy Hollow, NY, USA","Sleepy Hollow, Town of Mount Pleasant, Westchester County, New York, United States","(41.085652, -73.8584684)"
2278,"Armonk, NY, USA","Armonk, Town of North Castle, Westchester County, New York, 10504, United States","(41.1330485, -73.71262371614495)"
2279,"Watervliet, NY, USA","Watervliet, City of Watervliet, Albany County, New York, 12183, United States","(42.7300784, -73.7012299)"
2280,"LaGrangeville, NY, USA","Lagrangeville, Town of Union Vale, Dutchess County, New York, 12570, United States","(41.6541106, -73.6667779)"
2281,"Hastings on Hudson, NY, USA","Hastings-on-Hudson, Town of Greenburgh, Westchester County, New York, 10706, United States","(40.9946622, -73.8785922)"
2282,"St James, NY, USA","St. James, Suffolk County, New York, United States","(40.88133115, -73.1511731991221)"
2283,"PATCHOGUE, NY, USA","Patchogue, Suffolk County, New York, United States","(40.7656539, -73.0151084)"
2284,"Schuylerville, NY, USA","Schuylerville, Town of Saratoga, Saratoga County, New York, United States","(43.100231, -73.581963)"
2285,"Staten Island,, NY, USA","Savant USA LTD, 3041, Veterans Road West, Staten Island, Richmond County, New York, 10309, United States","(40.5277057, -74.2362181)"
2286,"Canton, NY, USA","Canton, Town of Canton, Saint Lawrence County, New York, United States","(44.5956163, -75.1690942)"
2287,"PLAINVIEW, NY, USA","Plainview, Manetto Hill Shopping Center, Town of Oyster Bay, Nassau County, New York, 11803, United States","(40.7832092, -73.47390524695271)"
2288,"Gansevoort, NY, USA","Gansevoort, Town of Northumberland, Saratoga County, New York, United States","(43.196027, -73.651484)"
2289,"MIDDLETOWN, NY, USA","Middletown, The Bronx, Bronx County, New York, 10461, United States","(40.8397222, -73.8316667)"
2290,"FARMINGDALE, NY, USA","Farmingdale, Town of Oyster Bay, Nassau County, New York, United States","(40.7328811, -73.4458564)"
2291,"CARMEL, NY, USA","Carmel, Town of Carmel, Putnam County, New York, United States","(41.4266361, -73.6788272)"
2292,"SAINT ALBANS, NY, USA","Saint Albans, Queens, Queens County, New York, 11412, United States","(40.6984364, -73.7606881)"
2293,"Crown Point, NY, USA","Crown Point, Essex County, New York, 12928, United States","(43.950563, -73.43708)"
2294,"Lake Katrine, NY, USA","Lake Katrine, Town of Ulster, Ulster County, New York, 12449, United States","(41.988841, -73.99046231543329)"
2295,"Woodside, NY, USA","Woodside, Queens, Queens County, New York, 11377, United States","(40.7453798, -73.9054145)"
2296,"La Grange, NY, USA",,
2297,"Altamont, NY, USA","Altamont, Town of Guilderland, Albany County, New York, 12009, United States","(42.7006324, -74.0337382)"
2298,"Dolgeville, NY, USA","Dolgeville, Town of Manheim, Herkimer County, New York, 13329, United States","(43.100983, -74.772949)"
2299,"Richfield Springs, NY, USA","Richfield Springs, Town of Richfield, Otsego County, New York, United States","(42.8534057, -74.9854335)"
2300,"Cold Spring, NY, USA","Cold Spring, Town of Philipstown, Putnam County, New York, United States","(41.4200938, -73.9545831)"
2301,"Guilderland, NY, USA","Guilderland, Town of Guilderland, Albany County, New York, 12084, United States","(42.704522, -73.911513)"
2302,"Stephentown, NY, USA","Stephentown, Town of Stephentown, Rensselaer County, New York, 12168, United States","(42.5486929, -73.3739973)"
2303,"Hastings On Hudson, NY, USA","Hastings-on-Hudson, Town of Greenburgh, Westchester County, New York, 10706, United States","(40.9946622, -73.8785922)"
2304,"Quogue, NY, USA","Quogue, Suffolk County, New York, 11959, United States","(40.823177, -72.6096451)"
2305,"Warsaw, NY, USA","Warsaw, Town of Warsaw, Wyoming County, New York, 14569, United States","(42.7401871, -78.1325548)"
2306,"Malta, NY, USA","Malta, Town of Malta, Saratoga County, New York, 12151, United States","(42.9711708, -73.792926)"
2307,"Westhampton, NY, USA","Westhampton, Suffolk County, New York, 11977, United States","(40.830311550000005, -72.66257373251932)"
2308,"SCHENECTADY, NY, USA","Schenectady, Schenectady County, New York, United States","(42.8142432, -73.9395687)"
2309,"Franlin Square, NY, USA",,
2310,"St. Albans, NY, USA","Saint Albans, Queens, Queens County, New York, 11412, United States","(40.6984364, -73.7606881)"
2311,"Berne, NY, USA","Berne, Town of Berne, Albany County, New York, 12023:12059, United States","(42.6253546, -74.1334647)"
2312,"St Albans, NY, USA","Saint Albans, Queens, Queens County, New York, 11412, United States","(40.6984364, -73.7606881)"
2313,"Carle Place, NY, USA","Carle Place, Mineola Park, Carle Place, Mineola, Town of North Hempstead, Nassau County, New York, 11514, United States","(40.750241, -73.61187491661425)"
2314,"DEER PARK, NY, USA","Deer Park, Suffolk County, New York, 11729, United States","(40.761886950000005, -73.3239216944929)"
2315,"Upper Nyack, NY, USA","Upper Nyack, Town of Clarkstown, Rockland County, New York, United States","(41.1070404, -73.9201371)"
2316,"SUFFERN, NY, USA","Suffern, Town of Ramapo, Rockland County, New York, 07495, United States","(41.1151372, -74.1493948)"
2317,"Gloversville, NY, USA","Gloversville, Fulton County, New York, 12078, United States","(43.0508945, -74.3452991)"
2318,"ISLIP, NY, USA","Islip, Suffolk County, New York, 11751, United States","(40.7287274, -73.21360733221161)"
2319,"Wantaugh, NY, USA","Jerusalem Avenue & Wantaugh Avenue, Jerusalem Avenue, North Wantagh, Town of Hempstead, Nassau County, New York, 11793, United States","(40.6933747, -73.5087365)"
2320,"Sea Cliff, NY, USA","Sea Cliff, Town of Oyster Bay, Nassau County, New York, 11579, United States","(40.8491558, -73.6448431)"
2321,"South Salem, NY, USA","South Salem, Town of Lewisboro, Westchester County, New York, 10590, United States","(41.2723173, -73.5529034)"
2322,"Waverly, NY, USA","Waverly, Franklin County, New York, 12980, United States","(44.5355965, -74.51764488202927)"
2323,"Honeoye Falls, NY, USA","Honeoye Falls, Village of Honeoye Falls, Town of Mendon, Monroe County, New York, 14472, United States","(42.9519038, -77.5914322)"
2324,"East meadow, NY, USA","East Meadow, Town of Hempstead, Nassau County, New York, 11554, United States","(40.721929599999996, -73.55839696869465)"
2325,"Garden City, NY, USA","Garden City, Town of Hempstead, Nassau County, New York, United States","(40.7266477, -73.6343052)"
2326,"Burnt Hills, NY, USA","Burnt Hills, Town of Ballston, Saratoga County, New York, 12027, United States","(42.9097982, -73.8951234)"
2327,"Leroy, NY, USA","LeRoy, Town of LeRoy, Genesee County, New York, 14482, United States","(42.9783944, -77.9841776)"
2328,"levittown, NY, USA","Levittown, Town of Hempstead, Nassau County, New York, United States","(40.7219525, -73.51260989713458)"
2329,"SOUTHAMPTON, NY, USA","Southampton, Suffolk County, New York, 11968, United States","(40.884267, -72.3895296)"
2330,"Ronkonoma, NY, USA",,
2331,"NANUET, NY, USA","Nanuet, Orchard Street West, Nanuet, Town of Clarkstown, Rockland County, New York, 10954, United States","(41.0903087, -74.0148524)"
2332,"Delanson, NY, USA","Delanson, Town of Duanesburg, Schenectady County, New York, 12053, United States","(42.7453532, -74.1881834)"
2333,"Millwood, NY, USA","Millwood, Town of New Castle, Westchester County, New York, 11562, United States","(41.1923171, -73.7973562)"
2334,"BRIARCLIFF MANOR, NY, USA","Briarcliff Manor, Town of Ossining, Westchester County, New York, 10510, United States","(41.1456512, -73.8237456)"
2335,"OZONE PARK, NY, USA","Ozone Park, Queens, Queens County, New York, 11417, United States","(40.67677, -73.8437461)"
2336,"Greenwood Lake, NY, USA","Greenwood Lake, Town of Warwick, Orange County, New York, 10925, United States","(41.2225932, -74.2943178)"
2337,"Peconic, NY, USA","Peconic, Town of Southold, Suffolk County, New York, 11958, United States","(41.036163, -72.458004356061)"
2338,"Wallkill, NY, USA","Wallkill, Town of Shawangunk, Ulster County, New York, United States","(41.609186, -74.16474262691466)"
2339,"elmhurst, NY, USA","Elmhurst, Queens, Queens County, New York, 11373, United States","(40.7365804, -73.8783932)"
2340,"Great River, NY, USA","Great River, Suffolk County, New York, 11739, United States","(40.72160785, -73.14784967169453)"
2341,"Bloomingburg, NY, USA","Bloomingburg, Town of Mamakating, Sullivan County, New York, United States","(41.55544365, -74.44309940779489)"
2342,"Oriskany, NY, USA","Village of Oriskany, Town of Whitestown, Oneida County, New York, United States","(43.157359, -75.332909)"
2343,"Boiceville, NY, USA","Boiceville, Town of Olive, Ulster County, New York, 12412, United States","(42.0053215, -74.2663747)"
2344,"Churchville, NY, USA","Churchville, Town of Verona, Oneida County, New York, 13478, United States","(43.1897914, -75.5762906)"
2345,"Oakland Gdns, NY, USA","Oakland Gardens, Queens, Queens County, New York, 11364:11427, United States","(40.753991, -73.765966)"
2346,"Millbrook, NY, USA","Millbrook, Town of Washington, Dutchess County, New York, 12545, United States","(41.7865038, -73.6921867)"
2347,"Jackson Heights, NY, USA","Jackson Heights, Queens, Queens County, New York, 11368:11377, United States","(40.7556561, -73.8857755)"
2348,"Guilderland Ctr., NY, USA","Guilderland Center, Town of Guilderland, Albany County, New York, 12085, United States","(42.7020217, -73.9662368)"
2349,"POUGHKEEPSIE, NY, USA","Poughkeepsie, Dutchess County, New York, 12601, United States","(41.7065539, -73.9283672)"
2350,"Kirkville, NY, USA","Kirkville, Town of Manlius, Onondaga County, New York, 13082, United States","(43.0750671, -75.9518617)"
2351,"Port Ewen, NY, USA","Port Ewen, Town of Esopus, Ulster County, New York, United States","(41.90129635, -73.98226016025599)"
2352,"Marcellus, NY, USA","Marcellus, Town of Marcellus, Onondaga County, New York, 13108, United States","(42.9556549, -76.3249424)"
2353,"Cooperstown,, NY, USA","Cooperstown, Town of Otsego, Otsego County, New York, United States","(42.7006303, -74.924321)"
2354,"Hadley, NY, USA","Hadley, Town of Hadley, Saratoga County, New York, 12846, United States","(43.3177008, -73.8474816)"
2355,"Sidney, NY, USA","Sidney, Town of Sidney, Delaware County, New York, 13838, United States","(42.3157824, -75.392776)"
2356,"PLEASANTVILLE, NY, USA","Pleasantville, Town of Mount Pleasant, Westchester County, New York, 10570, United States","(41.1328736, -73.7926335)"
2357,"HUNTINGTON, NY, USA","Huntington, Town of Huntington, Suffolk County, New York, 11743, United States","(40.868154, -73.425676)"
2358,"Aquebogue, NY, USA","Aquebogue, Town of Riverhead, Suffolk County, New York, 11931, United States","(40.94107235, -72.61272892446681)"
2359,"Pittstown, NY, USA","Pittstown, Town of Pittstown, Rensselaer County, New York, United States","(42.8350778, -73.485114)"
2360,"hewlett, NY, USA","Hewlett, Town of Hempstead, Nassau County, New York, United States","(40.641309500000006, -73.69284205012906)"
2361,"Clarkson, NY, USA","Clarkson, Town of Clarkson, Town of Sweden, Monroe County, New York, United States","(43.2440061, -77.91600097976294)"
2362,"Voorheesville, NY, USA","Voorheesville, Town of New Scotland, Albany County, New York, 12186, United States","(42.653967, -73.9287366)"
2363,"N Babylon, NY, USA","North Babylon, Suffolk County, New York, 11703, United States","(40.7303088, -73.3265592076986)"
2364,"East Chatham, NY, USA","East Chatham, Town of Chatham, Columbia County, New York, 12060, United States","(42.4106396, -73.5245579)"
2365,"Elizaville, NY, USA","Elizaville, Town of Livingston, Columbia County, New York, 12523, United States","(42.0509242, -73.7937408)"
2366,"Medina, NY, USA","Village of Medina, Town of Ridgeway, Orleans County, New York, 14103, United States","(43.2202828, -78.3866445)"
2367,"New York City, NY, USA","New York, United States","(40.7127281, -74.0060152)"
2368,"East Bethany, NY, USA","East Bethany, Town of Bethany, Genesee County, New York, 14054, United States","(42.9314495, -78.101402)"
2369,"HAUPPAUGE, NY, USA","Hauppauge, Suffolk County, New York, United States","(40.8239353, -73.20595713476213)"
2370,"Long Eddy, NY, USA","Long Eddy, Town of Fremont, Sullivan County, New York, United States","(41.8509212, -75.1335027)"
