,city_state_country
9482,"GARDEN VALLEY, CA, USA"
9483,"TEMPLETON, CA, USA"
9484,"SHINGLETOWN, CA, USA"
9485,"BURSON, CA, USA"
9486,"SAN LUIS OBISPO, CA, USA"
9487,"KINGSBURG, CA, USA"
9488,"ISLETON, CA, USA"
9489,"REDWOOD VALLEY, CA, USA"
9490,"TUOLUMNE, CA, USA"
9491,"BUELLTON, CA, USA"
9492,"PACIFIC GROVE, CA, USA"
9493,"LAMONT, CA, USA"
9494,"WASCO, CA, USA"
9495,"HOLLISTER, CA, USA"
9496,"FIREBAUGH, CA, USA"
9497,"ANDERSON, CA, USA"
9498,"COARSEGOLD, CA, USA"
9499,"LOLETA, CA, USA"
9500,"MARINA, CA, USA"
9501,"WATSONVILLE, CA, USA"
9502,"WHEATLAND, CA, USA"
9503,"MCKINLEYVILLE, CA, USA"
9504,"MENTONE, CA, USA"
9505,"ROSAMOND, CA, USA"
9506,"Goleta, CA, USA"
9507,"LOMA LINDA, CA, USA"
9508,"LOS ALAMITOS, CA, USA"
9509,"SANTA ANA, CA, USA"
9510,"LA PUENTE, CA, USA"
9511,"ARTESIA, CA, USA"
9512,"MONTEREY PARK, CA, USA"
9513,"BLYTHE, CA, USA"
9514,"CANYON COUNTRY, CA, USA"
9515,"BONSALL, CA, USA"
9516,"LEMON GROVE, CA, USA"
9517,"PINE VALLEY, CA, USA"
9518,"REDONDO BEACH, CA, USA"
9519,"GRAND TERRACE, CA, USA"
9520,"DESERT CENTER, CA, USA"
9521,"LAKE ISABELLA, CA, USA"
9522,"KING CITY, CA, USA"
9523,"SQUAW VALLEY, CA, USA"
9524,"PARADISE, CA, USA"
9525,"KELSEYVILLE, CA, USA"
9526,"LE GRAND, CA, USA"
9527,"CAMINO, CA, USA"
9528,"OLIVEHURST, CA, USA"
9529,"JENNER, CA, USA"
9530,"NICE, CA, USA"
9531,"CARMEL, CA, USA"
9532,"PENN VALLEY, CA, USA"
9533,"UNION CITY, CA, USA"
9534,"GROVER BEACH, CA, USA"
9535,"AROMAS, CA, USA"
9536,"FELTON, CA, USA"
9537,"SOLEDAD, CA, USA"
9538,"Hollister, CA, USA"
9539,"Dublin, CA, USA"
9540,"LODI, CA, USA"
9541,"COTTONWOOD, CA, USA"
9542,"ELVERTA, CA, USA"
9543,"ATHERTON, CA, USA"
9544,"MONTE RIO, CA, USA"
9545,"TAFT, CA, USA"
9546,"SCOTTS VALLEY, CA, USA"
9547,"SONOMA, CA, USA"
9548,"Beaumont, CA, USA"
9549,"TERRA BELLA, CA, USA"
9550,"Menifee, CA, USA"
9551,"NEWPORT BEACH, CA, USA"
9552,"ADELANTO, CA, USA"
9553,"SOUTH GATE, CA, USA"
9554,"LINDSAY, CA, USA"
9555,"ROBINSON RANCH, CA, USA"
9556,"SIGNAL HILL, CA, USA"
9557,"TEMPLE CITY, CA, USA"
9558,"CYPRESS, CA, USA"
9559,"THREE RIVERS, CA, USA"
9560,"Irvine, CA, USA"
9561,"KERNVILLE, CA, USA"
9562,"SPRINGVILLE, CA, USA"
9563,"OXNARD, CA, USA"
9564,"RIVERDALE, CA, USA"
9565,"LOCH LOMOND, CA, USA"
9566,"GREENFIELD, CA, USA"
9567,"TIBURON, CA, USA"
9568,"VOLCANO, CA, USA"
9569,"MIDDLETOWN, CA, USA"
9570,"Olivehurst, CA, USA"
9571,"SHANDON, CA, USA"
9572,"PLYMOUTH, CA, USA"
9573,"LOS ALTOS HILLS, CA, USA"
9574,"PINOLE, CA, USA"
9575,"PARLIER, CA, USA"
9576,"MORAGA, CA, USA"
9577,"GREENVILLE, CA, USA"
9578,"LOS OLIVOS, CA, USA"
9579,"HIDDEN VALLEY LAKE, CA, USA"
9580,"GOLETA, CA, USA"
9581,"CALIMESA, CA, USA"
9582,"IDYLLWILD, CA, USA"
9583,"NORCO, CA, USA"
9584,"ROMOLAND, CA, USA"
9585,"SAN GABRIEL, CA, USA"
9586,"BLOOMINGTON, CA, USA"
9587,"LAGUNA WOODS, CA, USA"
9588,"OAK HILLS, CA, USA"
9589,"EL MONTE, CA, USA"
9590,"CASTAIC, CA, USA"
9591,"ACTON, CA, USA"
9592,"AGOURA HILLS, CA, USA"
9593,"PARAMOUNT, CA, USA"
9594,"LYNWOOD, CA, USA"
9595,"HELENDALE, CA, USA"
9596,"BELL CANYON, CA, USA"
9597,"SAN YSIDRO, CA, USA"
9598,"SOLANA BEACH, CA, USA"
9599,"WARNER SPRINGS, CA, USA"
9600,"IMPERIAL BEACH, CA, USA"
9601,"MOSS LANDING, CA, USA"
9602,"KENTFIELD, CA, USA"
9603,"COLUSA, CA, USA"
9604,"OREGON HOUSE, CA, USA"
9605,"NEWMAN, CA, USA"
9606,"FIDDLETOWN, CA, USA"
9607,"LAGUNITAS, CA, USA"
9608,"EL MACERO, CA, USA"
9609,"ARVIN, CA, USA"
9610,"SAN MARTIN, CA, USA"
9611,"MC FARLAND, CA, USA"
9612,"DOS PALOS, CA, USA"
9613,"COLUMBIA, CA, USA"
9614,"APPLEGATE, CA, USA"
9615,"MUIR BEACH, CA, USA"
9616,"BANTA, CA, USA"
9617,"GRIDLEY, CA, USA"
9618,"MENDOTA, CA, USA"
9619,"BELVEDERE, CA, USA"
9620,"GUERNEVILLE, CA, USA"
9621,"OLD STATION, CA, USA"
9622,"FOWLER, CA, USA"
9623,"SUTTER CREEK, CA, USA"
9624,"CORTE MADERA, CA, USA"
9625,"Marina, CA, USA"
9626,"Santa Clarita, CA, USA"
9627,"COMMERCE, CA, USA"
9628,"VILLA PARK, CA, USA"
9629,"NORWALK, CA, USA"
9630,"BELLFLOWER, CA, USA"
9631,"INGLEWOOD, CA, USA"
9632,"LAKE HUGHES, CA, USA"
9633,"MONTEBELLO, CA, USA"
9634,"NEWBERRY SPRINGS, CA, USA"
9635,"NEWPORT COAST, CA, USA"
9636,"MANHATTAN BEACH, CA, USA"
9637,"BOULEVARD, CA, USA"
9638,"HELM, CA, USA"
9639,"MARIPOSA, CA, USA"
9640,"FERNDALE, CA, USA"
9641,"PRATHER, CA, USA"
9642,"Fresno, CA, USA"
9643,"EL NIDO, CA, USA"
9644,"STINSON BEACH, CA, USA"
9645,"WILLOWS, CA, USA"
9646,"MOSS BEACH, CA, USA"
9647,"PALERMO, CA, USA"
9648,"ROSEVILLE, CA, USA"
9649,"COTATI, CA, USA"
9650,"EL DORADO, CA, USA"
9651,"CARMEL VALLEY, CA, USA"
9652,"San Juan Bautista, CA, USA"
9653,"LOS ALAMOS, CA, USA"
9654,"Woodland, CA, USA"
9655,"Dinuba, CA, USA"
9656,"Hayward, CA, USA"
9657,"PICO RIVERA, CA, USA"
9658,"INYOKERN, CA, USA"
9659,"MORONGO VALLEY, CA, USA"
9660,"PORT HUENEME, CA, USA"
9661,"PIRU, CA, USA"
9662,"DULZURA, CA, USA"
9663,"SANTA FE SPRINGS, CA, USA"
9664,"ANAHEIM, CA, USA"
9665,"AZUSA, CA, USA"
9666,"SIERRA MADRE, CA, USA"
9667,"LAWNDALE, CA, USA"
9668,"WINDSOR HILLS, CA, USA"
9669,"WINTON, CA, USA"
9670,"FRENCH CAMP, CA, USA"
9671,"HEALDSBURG, CA, USA"
9672,"SAN JOAQUIN, CA, USA"
9673,"SAN LORENZO, CA, USA"
9674,"JACKSON, CA, USA"
9675,"STANFORD, CA, USA"
9676,"SAN MIGUEL, CA, USA"
9677,"BADGER, CA, USA"
9678,"ELK CREEK, CA, USA"
9679,"MONTE SERENO, CA, USA"
9680,"ALBANY, CA, USA"
9681,"HAWTHORNE, CA, USA"
9682,"TIPTON, CA, USA"
9683,"POTRERO, CA, USA"
9684,"ALPAUGH, CA, USA"
9685,"BUTTONWILLOW, CA, USA"
9686,"ACAMPO, CA, USA"
9687,"SAN BRUNO, CA, USA"
9688,"NOVATO, CA, USA"
9689,"LOCKEFORD, CA, USA"
9690,"PINE GROVE, CA, USA"
9691,"SEASIDE, CA, USA"
9692,"TWAIN HARTE, CA, USA"
9693,"BETHEL ISLAND, CA, USA"
9694,"OAKHURST, CA, USA"
9695,"COLFAX, CA, USA"
9696,"CARUTHERS, CA, USA"
9697,"COPPEROPOLIS, CA, USA"
9698,"GRATON, CA, USA"
9699,"Chino, CA, USA"
9700,"SOMIS, CA, USA"
9701,"BRADBURY, CA, USA"
9702,"LANDERS, CA, USA"
9703,"HERMOSA BEACH, CA, USA"
9704,"DESCANSO, CA, USA"
9705,"LAKEPORT, CA, USA"
9706,"SNELLING, CA, USA"
9707,"BIOLA, CA, USA"
9708,"BRADLEY, CA, USA"
9709,"WHITMORE, CA, USA"
9710,"LOS MOLINOS, CA, USA"
9711,"MONTEREY, CA, USA"
9712,"PACHECO, CA, USA"
9713,"GEYSERVILLE, CA, USA"
9714,"Dixon, CA, USA"
9715,"Upland, CA, USA"
9716,"ROSEMEAD, CA, USA"
9717,"DAGGETT, CA, USA"
9718,"ALHAMBRA, CA, USA"
9719,"GLENNVILLE, CA, USA"
9720,"ORLEANS, CA, USA"
9721,"KNIGHTS LANDING, CA, USA"
9722,"DRYTOWN, CA, USA"
9723,"MAYWOOD, CA, USA"
9724,"ROLLING HILLS ESTATES, CA, USA"
9725,"LEMON COVE, CA, USA"
9726,"FLINTRIDGE, CA, USA"
9727,"HOMELAND, CA, USA"
9728,"SOUTH PASADENA, CA, USA"
9729,"MAMMOTH LAKES, CA, USA"
9730,"QUAIL VALLEY, CA, USA"
9731,"PLATINA, CA, USA"
9732,"PETROLIA, CA, USA"
9733,"COULTERVILLE, CA, USA"
9734,"MODESTO, CA, USA"
9735,"OCEANO, CA, USA"
9736,"EL SOBRANTE, CA, USA"
9737,"ARBUCKLE, CA, USA"
9738,"CLEARLAKE, CA, USA"
9739,"MCARTHUR, CA, USA"
9740,"BLUE LAKE, CA, USA"
9741,"REDWAY, CA, USA"
9742,"POLLOCK PINES, CA, USA"
9743,"BOONVILLE, CA, USA"
9744,"Orinda, CA, USA"
9745,"BRISBANE, CA, USA"
9746,"Long Beach, CA, USA"
9747,"OAK VIEW, CA, USA"
9748,"LA HABRA HEIGHTS, CA, USA"
9749,"EARLIMART, CA, USA"
9750,"LUCERNE VALLEY, CA, USA"
9751,"LAKE ARROWHEAD, CA, USA"
9752,"Murrieta, CA, USA"
9753,"HIDDEN HILLS, CA, USA"
9754,"PALO CEDRO, CA, USA"
9755,"LOTUS, CA, USA"
9756,"Manteca, CA, USA"
9757,"RICHVALE, CA, USA"
9758,"MI WUK VILLAGE, CA, USA"
9759,"RESCUE, CA, USA"
9760,"GONZALES, CA, USA"
9761,"Santa Maria, CA, USA"
9762,"CHESTER, CA, USA"
9763,"Lake Forest, CA, USA"
9764,"BIG PINE, CA, USA"
9765,"Ontario, CA, USA"
9766,"SAN ANDREAS, CA, USA"
9767,"CARLOTTA, CA, USA"
9768,"ROYAL OAKS, CA, USA"
9769,"LUCERNE, CA, USA"
9770,"RIO OSO, CA, USA"
9771,"Shafter, CA, USA"
9772,"BAY POINT, CA, USA"
9773,"CAYUCOS, CA, USA"
9774,"BANGOR, CA, USA"
9775,"MONTARA, CA, USA"
9776,"AHWAHNEE, CA, USA"
9777,"TWIN PEAKS, CA, USA"
9778,"Chino Hills, CA, USA"
9779,"Inglewood, CA, USA"
9780,"TRONA, CA, USA"
9781,"San Diego, CA, USA"
9782,"WOODSIDE, CA, USA"
9783,"SMARTSVILLE, CA, USA"
9784,"Lathrop, CA, USA"
9785,"BAYSIDE, CA, USA"
9786,"ARCATA, CA, USA"
9787,"TOLLHOUSE, CA, USA"
9788,"SOULSBYVILLE, CA, USA"
9789,"ESPARTO, CA, USA"
9790,"INVERNESS, CA, USA"
9791,"ORANGE COVE, CA, USA"
9792,"Moreno Valley, CA, USA"
9793,"West Sacramento, CA, USA"
9794,"SAINT HELENA, CA, USA"
9795,"HAMILTON CITY, CA, USA"
9796,"NICOLAUS, CA, USA"
9797,"MOUNTAIN RANCH, CA, USA"
9798,"PAICINES, CA, USA"
9799,"BODEGA BAY, CA, USA"
9800,"ARNOLD, CA, USA"
9801,"WOODBRIDGE, CA, USA"
9802,"Jurupa Valley, CA, USA"
9803,"CORONA DEL MAR, CA, USA"
9804,"PALA, CA, USA"
9805,"SOMERSET, CA, USA"
9806,"STRAWBERRY, CA, USA"
9807,"FAIRFAX, CA, USA"
9808,"AMADOR CITY, CA, USA"
9809,"WILLIAMS, CA, USA"
9810,"MERIDIAN, CA, USA"
9811,"Tulare, CA, USA"
9812,"EL SEGUNDO, CA, USA"
9813,"MONTROSE, CA, USA"
9814,"MOJAVE, CA, USA"
9815,"JOHNSON VALLEY, CA, USA"
9816,"NORTH SAN JUAN, CA, USA"
9817,"LYTLE CREEK, CA, USA"
9818,"Fontana, CA, USA"
9819,"ALVISO, CA, USA"
9820,"MAXWELL, CA, USA"
9821,"EAST GARRISON, CA, USA"
9822,"BELLA VISTA, CA, USA"
9823,"SAN PABLO, CA, USA"
9824,"DUNNIGAN, CA, USA"
9825,"Clovis, CA, USA"
9826,"HAWAIIAN GARDENS, CA, USA"
9827,"WOODLAKE, CA, USA"
9828,"TRAVER, CA, USA"
9829,"CALISTOGA, CA, USA"
9830,"Richmond, CA, USA"
9831,"SAUSALITO, CA, USA"
9832,"KENWOOD, CA, USA"
9833,"AUBERRY, CA, USA"
9834,"MARSHALL, CA, USA"
9835,"Winton, CA, USA"
9836,"OLEMA, CA, USA"
9837,"MANCHESTER, CA, USA"
9838,"Redlands, CA, USA"
9839,"Carlsbad, CA, USA"
9840,"BIGGS, CA, USA"
9841,"MENDOCINO, CA, USA"
9842,"POINT ARENA, CA, USA"
9843,"STEVINSON, CA, USA"
9844,"Winchester, CA, USA"
9845,"EAST PALO ALTO, CA, USA"
9846,"GARBERVILLE, CA, USA"
9847,"Morgan Hill, CA, USA"
9848,"CLEARLAKE OAKS, CA, USA"
9849,"PISMO BEACH, CA, USA"
9850,"Exeter, CA, USA"
9851,"KEENE, CA, USA"
9852,"GLENCOE, CA, USA"
9853,"Kerman, CA, USA"
9854,"Porterville, CA, USA"
9855,"MIDWAY CITY, CA, USA"
9856,"Temecula, CA, USA"
9857,"POTTER VALLEY, CA, USA"
9858,"Woodlake, CA, USA"
9859,"Visalia, CA, USA"
9860,"BASS LAKE, CA, USA"
9861,"Fremont, CA, USA"
9862,"San Bernardino, CA, USA"
9863,"RANCHITA, CA, USA"
9864,"Pala, CA, USA"
9865,"RIO DELL, CA, USA"
9866,"PENNGROVE, CA, USA"
9867,"WEST POINT, CA, USA"
9868,"AGUA DULCE, CA, USA"
9869,"YOLO, CA, USA"
9870,"PIONEER, CA, USA"
9871,"COVELO, CA, USA"
9872,"Livingston, CA, USA"
9873,"Fairfield, CA, USA"
9874,"Victorville, CA, USA"
9875,"Loma Linda, CA, USA"
9876,"Lancaster, CA, USA"
9877,"MONTECITO, CA, USA"
9878,"MIDPINES, CA, USA"
9879,"JAMESTOWN, CA, USA"
9880,"LAKE ALMANOR, CA, USA"
9881,"HORNITOS, CA, USA"
9882,"GREENBRAE, CA, USA"
9883,"NORTH FORK, CA, USA"
9884,"GREENWOOD, CA, USA"
9885,"FORESTHILL, CA, USA"
9886,"DOVE CANYON, CA, USA"
9887,"NUEVO, CA, USA"
9888,"Campo, CA, USA"
9889,"NICASIO, CA, USA"
9890,"TRES PINOS, CA, USA"
9891,"BOLINAS, CA, USA"
9892,"PLEASANT GROVE, CA, USA"
9893,"PEBBLE BEACH, CA, USA"
9894,"La Puente, CA, USA"
9895,"MALIBU, CA, USA"
9896,"IRWINDALE, CA, USA"
9897,"Farmersville, CA, USA"
9898,"CAPITOLA, CA, USA"
9899,"San Leandro, CA, USA"
9900,"PATTERSON, CA, USA"
9901,"Rohnert Park, CA, USA"
9902,"Firebaugh, CA, USA"
9903,"PIXLEY, CA, USA"
9904,"SAN JUAN BAUTISTA, CA, USA"
9905,"CUTLER, CA, USA"
9906,"VALLECITO, CA, USA"
9907,"DEL REY, CA, USA"
9908,"LA SELVA BEACH, CA, USA"
9909,"Danville, CA, USA"
9910,"BELL GARDENS, CA, USA"
9911,"Baldwin Park, CA, USA"
9912,"EL GRANADA, CA, USA"
9913,"LOWER LAKE, CA, USA"
9914,"SILVERADO, CA, USA"
9915,"VIEW PARK, CA, USA"
9916,"CARPINTERIA, CA, USA"
9917,"PALOS VERDES PENINSULA, CA, USA"
9918,"CALPELLA, CA, USA"
9919,"El Dorado Hills, CA, USA"
9920,"ROSS, CA, USA"
9921,"DOUGLAS FLAT, CA, USA"
9922,"DIABLO, CA, USA"
9923,"LA CANADA FLINTRIDGE, CA, USA"
9924,"BURNEY, CA, USA"
9925,"COLTON, CA, USA"
9926,"WALNUT GROVE, CA, USA"
9927,"SUNSET BEACH, CA, USA"
9928,"Spring Valley, CA, USA"
9929,"KNEELAND, CA, USA"
9930,"SAN ARDO, CA, USA"
9931,"WILLITS, CA, USA"
9932,"Terra Bella, CA, USA"
9933,"Pomona, CA, USA"
9934,"EDWARDS, CA, USA"
9935,"PLANADA, CA, USA"
9936,"Rocklin, CA, USA"
9937,"Perris, CA, USA"
9938,"Hacienda Heights, CA, USA"
9939,"SHAVER LAKE, CA, USA"
9940,"COBB, CA, USA"
9941,"WALLACE, CA, USA"
9942,"PINEDALE, CA, USA"
9943,"Lindsay, CA, USA"
9944,"Highland, CA, USA"
9945,"ANGWIN, CA, USA"
9946,"Calimesa, CA, USA"
9947,"CLARKSBURG, CA, USA"
9948,"CHUALAR, CA, USA"
9949,"Yorba Linda, CA, USA"
9950,"Santa Ana, CA, USA"
9951,"WEST HOLLYWOOD, CA, USA"
9952,"WEIMAR, CA, USA"
9953,"BELL, CA, USA"
9954,"Chula Vista, CA, USA"
9955,"Rodeo, CA, USA"
9956,"DEL REY OAKS, CA, USA"
9957,"BEN LOMOND, CA, USA"
9958,"Hanford, CA, USA"
9959,"Glendora, CA, USA"
9960,"GUADALUPE, CA, USA"
9961,"BALLICO, CA, USA"
9962,"LA CAADA FLINTRIDGE, CA, USA"
9963,"TECATE, CA, USA"
9964,"San Pablo, CA, USA"
9965,"DILLON BEACH, CA, USA"
9966,"YERMO, CA, USA"
9967,"MIRANDA, CA, USA"
9968,"East Palo Alto, CA, USA"
9969,"LAYTONVILLE, CA, USA"
9970,"STRATHMORE, CA, USA"
9971,"ZAMORA, CA, USA"
9972,"FORESTVILLE, CA, USA"
9973,"THORNTON, CA, USA"
9974,"Pinole, CA, USA"
9975,"Roland Heights, CA, USA"
9976,"Whittier, CA, USA"
9977,"POINT REYES STATION, CA, USA"
9978,"ARTOIS, CA, USA"
9979,"BENTON, CA, USA"
9980,"BRIDGEPORT, CA, USA"
9981,"RYDE, CA, USA"
9982,"Tracy, CA, USA"
9983,"Huntington Beach, CA, USA"
9984,"NORTH EDWARDS, CA, USA"
9985,"CANTUA CREEK, CA, USA"
9986,"WOFFORD HEIGHTS, CA, USA"
9987,"SULTANA, CA, USA"
9988,"JURUPA, CA, USA"
9989,"Hemet, CA, USA"
9990,"OROSI, CA, USA"
9991,"OAK RUN, CA, USA"
9992,"LLANO, CA, USA"
9993,"FARMINGTON, CA, USA"
9994,"TRINIDAD, CA, USA"
9995,"COHASSET, CA, USA"
9996,"OCCIDENTAL, CA, USA"
9997,"Lemoore, CA, USA"
9998,"LEE VINING, CA, USA"
9999,"Encinitas, CA, USA"
10000,"Scotts Valley, CA, USA"
10001,"SCOTIA, CA, USA"
10002,"SUNOL, CA, USA"
10003,"Davis, CA, USA"
10004,"YOUNTVILLE, CA, USA"
10005,"Escondido, CA, USA"
10006,"PARKFIELD, CA, USA"
10007,"Compton, CA, USA"
10008,"Norwalk, CA, USA"
10009,"COLMA, CA, USA"
10010,"NAVARRO, CA, USA"
10011,"SANTA NELLA, CA, USA"
10012,"Rialto, CA, USA"
10013,"COLOMA, CA, USA"
10014,"GLENN, CA, USA"
10015,"KNIGHTS FERRY, CA, USA"
10016,"PALOMAR MTN, CA, USA"
10017,"ALTA, CA, USA"
10018,"SPRECKELS, CA, USA"
10019,"JUNE LAKE, CA, USA"
10020,"CROCKETT, CA, USA"
10021,"Pleasanton, CA, USA"
10022,"SALYER, CA, USA"
10023,"FULTON, CA, USA"
10024,"SURFSIDE, CA, USA"
10025,"PALO VERDE, CA, USA"
10026,"MOUNT AUKUM, CA, USA"
10027,"CHINESE CAMP, CA, USA"
10028,"BUTTE CITY, CA, USA"
10029,"Palmdale, CA, USA"
10030,"Apple Valley, CA, USA"
10031,"SANTA YSABEL, CA, USA"
10032,"CASTROVILLE, CA, USA"
10033,"CRESTON, CA, USA"
10034,"SUMMERLAND, CA, USA"
10035,"LEBEC, CA, USA"
10036,"ROLLING HILLS, CA, USA"
10037,"Santa Barbara, CA, USA"
10038,"NEW CUYAMA, CA, USA"
10039,"HOPLAND, CA, USA"
10040,"IVANHOE, CA, USA"
10041,"El Cajon, CA, USA"
10042,"Lincoln, CA, USA"
10043,"TRANQUILLITY, CA, USA"
10044,"Bloomington, CA, USA"
10045,"WATERFORD, CA, USA"
10046,"WILLOW CREEK, CA, USA"
10047,"GEORGETOWN, CA, USA"
10048,"Plumas Lake, CA, USA"
10049,"Discovery Bay, CA, USA"
10050,"Eastvale, CA, USA"
10051,"LEONA VALLEY, CA, USA"
10052,"THE SEA RANCH, CA, USA"
10053,"FREEDOM, CA, USA"
10054,"PIONEERTOWN, CA, USA"
10055,"Vacaville, CA, USA"
10056,"RICHGROVE, CA, USA"
10057,"Oakley, CA, USA"
10058,"OAK GLEN, CA, USA"
10059,"ORO GRANDE, CA, USA"
10060,"PEARBLOSSOM, CA, USA"
10061,"DOWNIEVILLE, CA, USA"
10062,"RAYMOND, CA, USA"
10063,"Poway, CA, USA"
10064,"BROWNSVILLE, CA, USA"
10065,"ALBION, CA, USA"
10066,"Vallejo, CA, USA"
10067,"CRESTLINE, CA, USA"
10068,"RUNNING SPRINGS, CA, USA"
10069,"Cypress, CA, USA"
10070,"STRAWBERRY VALLEY, CA, USA"
10071,"JACUMBA, CA, USA"
10072,"Armona, CA, USA"
10073,"LOMA RICA, CA, USA"
10074,"SAN LUCAS, CA, USA"
10075,"AVILA BEACH, CA, USA"
10076,"LOCKWOOD, CA, USA"
10077,"Lynwood, CA, USA"
10078,"CROWLEY LAKE, CA, USA"
10079,"WRIGHTWOOD, CA, USA"
10080,"BORON, CA, USA"
10081,"GUINDA, CA, USA"
10082,"Montebello, CA, USA"
10083,"South Gate, CA, USA"
10084,"Oceanside, CA, USA"
10085,"STONYFORD, CA, USA"
10086,"FINLEY, CA, USA"
10087,"Oxnard, CA, USA"
10088,"Santa Paula, CA, USA"
10089,"BUTTE VALLEY, CA, USA"
10090,"POPE VALLEY, CA, USA"
10091,"UNIVERSAL CITY, CA, USA"
10092,"ROSSMOOR, CA, USA"
10093,"Madera, CA, USA"
10094,"CAPAY, CA, USA"
10095,"Bay Point, CA, USA"
10096,"Phelan, CA, USA"
10097,"CARRISA PLAINS, CA, USA"
10098,"MCFARLAND, CA, USA"
10099,"Chico, CA, USA"
10100,"Blythe, CA, USA"
10101,"WHITETHORN, CA, USA"
10102,"CLEMENTS, CA, USA"
10103,"Earlimart, CA, USA"
10104,"Rancho Mission Viejo, CA, USA"
10105,"BROOKS, CA, USA"
10106,"HYDESVILLE, CA, USA"
10107,"Yuba City, CA, USA"
10108,"VALLEY ACRES, CA, USA"
10109,"Montclair, CA, USA"
10110,"PALO ALTO, CA, USA"
10111,"BERRY CREEK, CA, USA"
10112,"Martinez, CA, USA"
10113,"Cathedral City, CA, USA"
10114,"Covina, CA, USA"
10115,"LEUCADIA, CA, USA"
10116,"CRESCENT MILLS, CA, USA"
10117,"Pittsburg, CA, USA"
10118,"Simi Valley, CA, USA"
10119,"S El Monte, CA, USA"
10120,"Yucca Valley, CA, USA"
10121,"O NEALS, CA, USA"
10122,"Reedley, CA, USA"
10123,"MIRAMONTE, CA, USA"
10124,"Pico Rivera, CA, USA"
10125,"KETTLEMAN CITY, CA, USA"
10126,"VERNALIS, CA, USA"
10127,"PHILO, CA, USA"
10128,"Alhambra, CA, USA"
10129,"DAVENPORT, CA, USA"
10130,"WHITEWATER, CA, USA"
10131,"Santee, CA, USA"
10132,"GUALALA, CA, USA"
10133,"BLUE JAY, CA, USA"
10134,"Selma, CA, USA"
10135,"BANNING, CA, USA"
10136,"GOLD RUN, CA, USA"
10137,"CABAZON, CA, USA"
10138,"RIVER PINES, CA, USA"
10139,"ROUND MOUNTAIN, CA, USA"
10140,"Rosemead, CA, USA"
10141,"NORTH PALM SPRINGS, CA, USA"
10142,"KORBEL, CA, USA"
10143,"Adelanto, CA, USA"
10144,"MARICOPA, CA, USA"
10145,"GRAYSON, CA, USA"
10146,"PORT COSTA, CA, USA"
10147,"LOST HILLS, CA, USA"
10148,"EAST NICOLAUS, CA, USA"
10149,"MOUNTAIN CENTER, CA, USA"
10150,"Ramona, CA, USA"
10151,"CORRALITOS, CA, USA"
10152,"DUSTIN ACRES, CA, USA"
10153,"Valley Center, CA, USA"
10154,"La Jolla, CA, USA"
10155,"PINE MOUNTAIN CLUB, CA, USA"
10156,"Twentynine Palms, CA, USA"
10157,"Lake Elsinore, CA, USA"
10158,"SAN GERONIMO, CA, USA"
10159,"Landers, CA, USA"
10160,"WILSEYVILLE, CA, USA"
10161,"PROBERTA, CA, USA"
10162,"Parlier, CA, USA"
10163,"CUYAMA, CA, USA"
10164,"San Jacinto, CA, USA"
10165,"RAIL ROAD FLAT, CA, USA"
10166,"TOMALES, CA, USA"
10167,"CITY OF INDUSTRY, CA, USA"
10168,"ROBBINS, CA, USA"
10169,"HINKLEY, CA, USA"
10170,"DOBBINS, CA, USA"
10171,"Orange Cove, CA, USA"
10172,"NIPTON, CA, USA"
10173,"LA HONDA, CA, USA"
10174,"DUNLAP, CA, USA"
10175,"Riverbank, CA, USA"
10176,"CHALLENGE, CA, USA"
10177,"CALIENTE, CA, USA"
10178,"VINA, CA, USA"
10179,"DEATH VALLEY, CA, USA"
10180,"POSEY, CA, USA"
10181,"Buena Park, CA, USA"
10182,"SMARTVILLE, CA, USA"
10183,"GUATAY, CA, USA"
10184,"COLLEGE CITY, CA, USA"
10185,"Carson, CA, USA"
10186,"SAN SIMEON, CA, USA"
10187,"Buellton, CA, USA"
10188,"Delano, CA, USA"
10189,"Pixley, CA, USA"
10190,"Poplar, CA, USA"
10191,"El Monte, CA, USA"
10192,"san diego, CA, USA"
10193,"San Miguel, CA, USA"
10194,"Placerville, CA, USA"
10195,"FELLOWS, CA, USA"
10196,"French Camp, CA, USA"
10197,"FALL RIVER MILLS, CA, USA"
10198,"CASSEL, CA, USA"
10199,"Rancho Santa Fe, CA, USA"
10200,"Paramount, CA, USA"
10201,"Fillmore, CA, USA"
10202,"SANDY VALLEY, CA, USA"
10203,"Antioch, CA, USA"
10204,"SWALL MEADOWS, CA, USA"
10205,"ELMIRA, CA, USA"
10206,"Romoland, CA, USA"
10207,"San Jose, CA, USA"
10208,"San Luis Obispo, CA, USA"
10209,"KELSEY, CA, USA"
10210,"Rio Vista, CA, USA"
10211,"LITTLE RIVER, CA, USA"
10212,"FIELDS LANDING, CA, USA"
10213,"Sanger, CA, USA"
10214,"Santa Rosa, CA, USA"
10215,"Santa Fe Springs, CA, USA"
10216,"PESCADERO, CA, USA"
10217,"CAMPO SECO, CA, USA"
10218,"COWAN HEIGHTS, CA, USA"
10219,"Livermore, CA, USA"
10220,"Marshall, WI, USA"
10221,"Stoughton, WI, USA"
10222,"Lublin, WI, USA"
10223,"Shawano, WI, USA"
10224,"Greenville, WI, USA"
10225,"Reedsburg, WI, USA"
10226,"Plymouth, WI, USA"
10227,"Mount Horeb, WI, USA"
10228,"Milwaukee, WI, USA"
10229,"Grafton, WI, USA"
