geopy location,coordinates
"Bliss, Town of Eagle, Wyoming County, New York, 14024, United States","(42.5770065, -78.2527907)"
"Rensselaerville, Town of Rensselaerville, Albany County, New York, 12147, United States","(42.5161888, -74.1379131)"
"Staten Island, Richmond County, New York, United States","(40.5834557, -74.1496048)"
"Warrensburg CDP, Warren County, New York, United States","(43.496768, -73.776283)"
"Shokan, Town of Olive, Ulster County, New York, 12481, United States","(41.981179, -74.20660918018595)"
"Durham, Town of Durham, Greene County, New York, 12460, United States","(42.3995257, -74.1723608)"
"East Williston, Town of North Hempstead, Nassau County, New York, United States","(40.7584343, -73.6348509)"
"Staten Island, Richmond County, New York, United States","(40.5834557, -74.1496048)"
"College Point, Queens, Queens County, New York, 11356, United States","(40.7876014, -73.8459682)"
"Garden City Park, Town of North Hempstead, Nassau County, New York, United States","(40.74368425, -73.6642980894836)"
"Jackson Heights, Queens, Queens County, New York, 11368:11377, United States","(40.7556561, -73.8857755)"
"Freeport, Town of Hempstead, Nassau County, New York, 11520, United States","(40.6576071, -73.5835826)"
"Westbrookville, Town of Deerpark, Orange County, New York, 12785, United States","(41.4987043, -74.5584936)"
"Lexington Avenue, East Harlem, Manhattan Community Board 11, Manhattan, New York County, New York, 10037, United States","(40.790366, -73.9476347)"
"Hyde Park, Town of Hyde Park, Dutchess County, New York, 12538, United States","(41.7847232, -73.9332461)"
"Greenfield Center, Town of Greenfield, Saratoga County, New York, 12833, United States","(43.1284071, -73.8465114)"
"Springville, Town of Concord, Erie County, New York, 14141-9602, United States","(42.5083952, -78.6672482)"
"ny, Suffolk County, New York, United States","(40.741235950000004, -73.35669116536101)"
"Sagaponack, Suffolk County, New York, 11962, United States","(40.9253776, -72.2781375)"
"Claverack, Town of Claverack, Columbia County, New York, 12513, United States","(42.2250876, -73.7345686)"
"Town of Cicero, Onondaga County, New York, United States","(43.1756235, -76.1193678)"
"Hensonville, Town of Windham, Greene County, New York, 12439, United States","(42.2898074, -74.2165307)"
"Town of Webster, Monroe County, New York, United States","(43.212285, -77.429994)"
"Remsen, 10613, Depot Street, Village of Remsen, Town of Remsen, Oneida County, New York, 13438, United States","(43.3294768, -75.18523753426001)"
"Erieville, Town of Nelson, Madison County, New York, 13061, United States","(42.8517337, -75.7554654)"
"Bellerose, Elmont, Town of Hempstead, Nassau County, New York, United States","(40.7242205, -73.7164845)"
"West Babylon, Suffolk County, New York, United States","(40.7126585, -73.3536779)"
"Williston Park, Town of North Hempstead, Nassau County, New York, 11596, United States","(40.75649, -73.6448513)"
"Yorkville, Manhattan, New York County, New York, United States","(40.7780067, -73.9482022)"
"East Elmhurst, Queens, Queens County, New York, 11369, United States","(40.7612123, -73.8651358)"
"Harriman, Town of Woodbury, Orange County, New York, 10926, United States","(41.308427, -74.1445899)"
"Wassaic, Harlem Valley Rail Trail, Town of Amenia, Dutchess County, New York, 12592, United States","(41.8148442, -73.5622834)"
nan
"Mineola, Town of North Hempstead, Nassau County, New York, 11501, United States","(40.7492678, -73.6406845)"
"Northport, Town of Huntington, Suffolk County, New York, 11768, United States","(40.9009595, -73.343167)"
"Old Westbury, Town of North Hempstead, Nassau County, New York, 11568, United States","(40.7887113, -73.5995717)"
"Belrose Road, Miller Place, Suffolk County, New York, 11789, United States","(40.960754, -72.963323)"
"Slingerlands, Town of Bethlehem, Albany County, New York, 12159, United States","(42.6292455, -73.8645685)"
"Cortlandt Manor Road, Whitehall Corners, Town of Somers, Westchester County, New York, 10536, United States","(41.2822191, -73.714142)"
"Queens Village, Queens, Queens County, New York, 11428, United States","(40.7267692, -73.7415208)"
"Franklin Square, Town of Hempstead, Nassau County, New York, United States","(40.7005365, -73.67626990577244)"
"Rocky Point, Suffolk County, New York, 11778, United States","(40.93566465, -72.93548979749625)"
"Elka Park, Town of Hunter, Greene County, New York, 12426, United States","(42.1592556, -74.1573634)"
"Callicoon Center, Town of Callicoon, Sullivan County, New York, 12724, United States","(41.8367551, -74.946553)"
"Bayville, Town of Oyster Bay, Nassau County, New York, 11709, United States","(40.9106541, -73.5620689)"
"Eden, Town of Eden, Erie County, New York, 14057, United States","(42.6523734, -78.8954064)"
"Carthage, Wilna, Jefferson County, New York, 13619, United States","(43.987894999999995, -75.60965688658047)"
"Babylon, Suffolk County, New York, 11702, United States","(40.6956552, -73.3256753)"
"Pine Island, Town of Croghan, Lewis County, New York, United States","(43.954513, -75.4074102)"
"Sunnyside, Queens, Queens County, New York, 11101, United States","(40.7398242, -73.9354153)"
"Farmingville, Suffolk County, New York, 11738, United States","(40.840676900000005, -73.03495554654472)"
"New Hampton, Town of Wawayanda, Orange County, New York, 10558, United States","(41.4109272, -74.4071001)"
"Bloomfield, Staten Island, Richmond County, New York, 10311, United States","(40.6126039, -74.1781995)"
"Romulus, Town of Romulus, Seneca County, New York, United States","(42.7520803, -76.833708)"
"South Ozone Park, Queens, Queens County, New York, 11420, United States","(40.6701035, -73.8190231)"
"Garnerville, West Haverstraw, Town of Haverstraw, Rockland County, New York, 10923, United States","(41.2017613, -73.9943068)"
"Halesite, Town of Huntington, Suffolk County, New York, United States","(40.88701605, -73.4121822265339)"
"Granville, Town of Granville, Washington County, New York, United States","(43.408041, -73.259583)"
"Oneonta, City of Oneonta, Otsego County, New York, 13820, United States","(42.453492, -75.0629531)"
"Sag Harbor, Suffolk County, New York, 11963, United States","(40.9978727, -72.2922292)"
"Burdett, Town of Hector, Schuyler County, New York, United States","(42.4200726, -76.8488463)"
"Beacon, Dutchess County, New York, 12508, United States","(41.504879, -73.9696822)"
"Greenvale, Town of North Hempstead, Nassau County, New York, 11548, United States","(40.8120968, -73.62493385896286)"
nan
"Hastings-on-Hudson, Town of Greenburgh, Westchester County, New York, 10706, United States","(40.9946622, -73.8785922)"
"Glen Cove, Nassau County, New York, United States","(40.8641845, -73.6319174)"
"Holbrook, Suffolk County, New York, 11741, United States","(40.798607149999995, -73.06860076788226)"
nan
"Cattaraugus, Town of New Albion, Cattaraugus County, New York, 14719, United States","(42.329229, -78.86809)"
"Richmondville, Town of Richmondville, Schoharie County, New York, 12149, United States","(42.6342422, -74.5640324)"
"Fresh Meadows, Queens, Queens County, New York, 11365, United States","(40.7348246, -73.7934668)"
"Jamaica, Queens, Queens County, New York, 11435, United States","(40.7029134, -73.8006429)"
"Bayshore Road, Henderson, Jefferson County, New York, 13605, United States","(43.88514, -76.161709)"
"New York, United States","(40.7127281, -74.0060152)"
"Victory Mills, Victory, Town of Saratoga, Saratoga County, New York, 12884, United States","(43.0878534, -73.594005)"
"Barryville, Town of Highland, Sullivan County, New York, 12719, United States","(41.4775904, -74.911)"
"Keene, Essex County, New York, United States","(44.256265, -73.792419)"
"Cherry Plain State Park, Town of Berlin, Rensselaer County, New York, United States","(42.61797315, -73.41237031561738)"
"Memphis, Town of Van Buren, Onondaga County, New York, 13112, United States","(43.0828444, -76.3771554)"
"Village of Oneida Castle, Town of Vernon, Oneida County, New York, United States","(43.082681, -75.633659)"
nan
"Bemus Point, Town of Ellery, Chautauqua County, New York, United States","(42.1593392, -79.3922893)"
"Orient, Town of Southold, Suffolk County, New York, United States","(41.1358616, -72.27902922101435)"
"Wantagh, Town of Hempstead, Nassau County, New York, 11793, United States","(40.6626375, -73.51343832543981)"
"North Branch, Town of Callicoon, Sullivan County, New York, 12766, United States","(41.8067549, -74.9915539)"
"Broadalbin, Fulton County, New York, United States","(43.0586846, -74.1965206)"
"West Kortright, Town of Kortright, Delaware County, New York, 13757, United States","(42.4011918, -74.8521021)"
"Brentwood, Suffolk County, New York, 11717, United States","(40.7799998, -73.25600452906124)"
"Blossvale, Town of Annsville, Oneida County, New York, 13401, United States","(43.2797915, -75.6435156)"
"Village of Camden, Town of Camden, Oneida County, New York, United States","(43.334668, -75.747986)"
"East Worcester, Town of Worcester, Otsego County, New York, 12064, United States","(42.6234089, -74.6715361)"
"Cortlandt Street, Church Street, Financial District, Manhattan Community Board 1, Manhattan, New York, 10013, United States","(40.710668, -74.0110289)"
"Maybrook, Town of Montgomery, Orange County, New York, 12543, United States","(41.4839827, -74.2176487)"
"Town of Fort Ann, Washington County, New York, United States","(43.414276, -73.487892)"
"Piermont, Town of Orangetown, Rockland County, New York, 10968, United States","(41.0415342, -73.918426)"
"Gasport, Town of Royalton, Niagara County, New York, United States","(43.1923406, -78.57660348260004)"
"Napanoch, Wawarsing, Town of Wawarsing, Ulster County, New York, United States","(41.752817, -74.37034750448717)"
"Cragsmoor, Town of Wawarsing, Ulster County, New York, 12420, United States","(41.6685317, -74.38504901864076)"
"Airmont, Town of Ramapo, Rockland County, New York, 10982, United States","(41.1009293, -74.1162544)"
"Briarwood, Van Wyck Expressway, Kew Gardens, Queens, Queens County, New York, 11415, United States","(40.7092563, -73.8201394)"
"Village Hall, Freeville, 5, Factory Street, Village of Freeville, Town of Dryden, Tompkins County, New York, 13068, United States","(42.51215125, -76.3448079)"
"West Sand Lake, Town of Sand Lake, Rensselaer County, New York, United States","(42.640464, -73.6052888476406)"
"Cambria Heights, Queens, Queens County, New York, 11411, United States","(40.6945474, -73.7384653)"
"Wingdale, Town of Dover, Dutchess County, New York, 12594, United States","(41.6470383, -73.5681816)"
"Rye, Westchester County, New York, 10580, United States","(40.9808209, -73.684294)"
"Wilmington, Essex County, New York, 12997, United States","(44.388409, -73.815422)"
"Corinth, Town of Corinth, Saratoga County, New York, United States","(43.244703, -73.832588)"
"Town of Conesus, Livingston County, New York, 14435, United States","(42.7189532, -77.6763859)"
"Monticello, Town of Thompson, Sullivan County, New York, 12701, United States","(41.6556465, -74.6893282)"
"Town of Enfield, Tompkins County, New York, United States","(42.435906, -76.6313356)"
"Clinton Corners, Town of Clinton, Dutchess County, New York, 12514, United States","(41.8300933, -73.7623524)"
"Argyle, Town of Argyle, Washington County, New York, United States","(43.23795, -73.491669)"
"Middleburgh, Town of Middleburgh, Schoharie County, New York, United States","(42.598687, -74.3329156)"
"Village of Scottsville, Town of Wheatland, Monroe County, New York, United States","(43.0258957, -77.7452826)"
"Narrowsburg, Town of Tusten, Sullivan County, New York, United States","(41.6006345, -75.05692955849753)"
"Staatsburg, Town of Hyde Park, Dutchess County, New York, United States","(41.8527325, -73.91943711868966)"
"Wanakena, Town of Fine, Saint Lawrence County, New York, 13695, United States","(44.1339512, -74.9210219)"
"Cochecton, Town of Cochecton, Sullivan County, New York, United States","(41.7059217, -75.0604458)"
"Nyack, Town of Orangetown, Rockland County, New York, 10960, United States","(41.091121, -73.9196794)"
"Warrensburg CDP, Warren County, New York, United States","(43.496768, -73.776283)"
"Fishkill, Town of Fishkill, Dutchess County, New York, 12524, United States","(41.5355745, -73.898702)"
"Village of Pulaski, Town of Richland, Oswego County, New York, 13142-2403, United States","(43.567014, -76.127703)"
"Village of Whitesboro, Town of Whitestown, Oneida County, New York, United States","(43.122036, -75.29171)"
"Town of Macedon, Wayne County, New York, 14502, United States","(43.06923, -77.298875)"
"Goshen, Town of Goshen, Orange County, New York, 10924, United States","(41.4020382, -74.3243191)"
"South Hempstead, Town of Hempstead, Nassau County, New York, United States","(40.6809928, -73.6221011919948)"
"Poquott, Suffolk County, New York, 11777, United States","(40.9509318, -73.0839959)"
"The Village Vibe, 3, 5th Avenue, North Pelham, Pelham, Town of Pelham, Westchester County, New York, 10803, United States","(40.91081605, -73.81015111663865)"
"Herkimer, Town of Herkimer, Herkimer County, New York, 13350, United States","(43.0256259, -74.9859889)"
"Town of Niles, Cayuga County, New York, United States","(42.8375683, -76.413546)"
"Falconer, Ellicott, Chautauqua County, New York, 14733, United States","(42.11867, -79.19838)"
